LLM,File,Accuracy_Prompt_01,Accuracy_Prompt_02,F1_Prompt_01,F1_Prompt_02,Precision_Prompt_01,Precision_Prompt_02,Recall_Prompt_01,Recall_Prompt_02,Delta_Precision,Delta_Recall,Delta_F1,Delta_Accuracy
gemini,script_04.js,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_05.js,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_06.js,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_07.js,0.75,0.75,0.8571,0.8571,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_08.js,0.75,0.75,0.8571,0.8571,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_09.js,0.75,0.75,0.8,0.8,1.0,1.0,0.6667,0.6667,0.0,0.0,0.0,0.0
gemini,script_10.js,0.5,0.25,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,-0.25
gemini,script_100.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_101.js,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_102.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_103.js,0.75,1.0,0.6667,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.3333,0.25
gemini,script_104.js,0.75,0.5,0.6667,0.0,0.5,0.0,1.0,0.0,-0.5,-1.0,-0.6667,-0.25
gemini,script_105.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_106.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_107.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_108.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_109.js,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_11.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_110.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_111.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_112.js,0.75,0.5,0.6667,0.5,0.5,0.3333,1.0,1.0,-0.1667,0.0,-0.1667,-0.25
gemini,script_113.js,0.75,0.5,0.6667,0.0,0.5,0.0,1.0,0.0,-0.5,-1.0,-0.6667,-0.25
gemini,script_114.js,0.75,0.5,0.6667,0.0,0.5,0.0,1.0,0.0,-0.5,-1.0,-0.6667,-0.25
gemini,script_115.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_116.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_117.js,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_118.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_119.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_12.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_120.js,0.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25
gemini,script_121.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_122.js,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_123.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_124.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_125.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_126.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_127.js,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_128.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_129.js,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_13.js,0.75,0.25,0.8,0.0,0.6667,0.0,1.0,0.0,-0.6667,-1.0,-0.8,-0.5
gemini,script_130.js,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_131.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_133.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_134.js,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_136.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_137.js,0.5,0.25,0.5,0.0,0.3333,0.0,1.0,0.0,-0.3333,-1.0,-0.5,-0.25
gemini,script_138.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_140.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_143.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_144.js,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_145.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_146.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_148.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_149.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_15.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_150.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_151.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_152.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_153.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_154.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_155.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_156.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_158.js,0.75,0.5,0.6667,0.0,0.5,0.0,1.0,0.0,-0.5,-1.0,-0.6667,-0.25
gemini,script_16.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_160.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_161.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_162.js,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_163.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_165.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_166.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_167.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_168.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_17.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_170.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_172.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_173.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_174.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_175.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_176.js,1.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-0.25
gemini,script_177.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_178.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_180.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_183.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_186.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_188.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_19.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_190.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_192.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_194.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_195.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_196.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_197.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_198.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_20.js,0.5,0.25,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,-0.25
gemini,script_201.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_202.js,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_203.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_204.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_205.js,0.25,0.5,0.4,0.5,0.25,0.3333,1.0,1.0,0.0833,0.0,0.1,0.25
gemini,script_206.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_207.js,0.75,0.5,0.6667,0.0,0.5,0.0,1.0,0.0,-0.5,-1.0,-0.6667,-0.25
gemini,script_208.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_209.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_21.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_210.js,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_212.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_213.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_214.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_215.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_216.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_217.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_218.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_219.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_22.js,0.5,0.25,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,-0.25
gemini,script_221.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_223.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_224.js,0.75,0.75,0.0,0.6667,0.0,0.5,0.0,1.0,0.5,1.0,0.6667,0.0
gemini,script_227.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_229.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_23.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_230.js,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_231.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_232.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_233.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_234.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_235.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_236.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_237.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_238.js,0.5,0.5,0.5,0.0,0.3333,0.0,1.0,0.0,-0.3333,-1.0,-0.5,0.0
gemini,script_239.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_24.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_240.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_241.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_242.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_245.js,0.75,0.5,0.6667,0.0,0.5,0.0,1.0,0.0,-0.5,-1.0,-0.6667,-0.25
gemini,script_247.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_248.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_249.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_25.js,0.5,0.25,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,-0.25
gemini,script_250.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_251.js,0.75,0.5,0.6667,0.0,0.5,0.0,1.0,0.0,-0.5,-1.0,-0.6667,-0.25
gemini,script_252.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_253.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_254.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_255.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_257.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_259.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_26.js,0.75,0.5,0.8,0.5,0.6667,0.5,1.0,0.5,-0.1667,-0.5,-0.3,-0.25
gemini,script_260.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_262.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_264.js,0.5,0.25,0.5,0.4,0.3333,0.25,1.0,1.0,-0.0833,0.0,-0.1,-0.25
gemini,script_265.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_266.js,0.5,0.5,0.5,0.0,0.3333,0.0,1.0,0.0,-0.3333,-1.0,-0.5,0.0
gemini,script_267.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_268.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_269.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_27.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_270.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_271.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_272.js,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
gemini,script_273.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_276.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_277.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_278.js,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_279.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_28.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_280.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_281.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_282.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_285.js,0.5,0.75,0.5,0.6667,0.3333,0.5,1.0,1.0,0.1667,0.0,0.1667,0.25
gemini,script_286.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_287.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_288.js,0.5,0.75,0.0,0.6667,0.0,0.5,0.0,1.0,0.5,1.0,0.6667,0.25
gemini,script_289.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_29.js,0.25,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.25
gemini,script_290.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_291.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_292.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_295.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_296.js,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_30.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_31.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_32.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_33.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_34.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_35.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_36.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_37.js,0.5,0.25,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,-0.25
gemini,script_38.js,0.5,0.25,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.5,-0.5,-0.25
gemini,script_39.js,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25
gemini,script_40.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_41.js,0.25,0.25,0.4,0.4,0.3333,0.3333,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_42.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_45.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_47.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_51.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_52.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_53.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_55.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_56.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_59.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_60.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_61.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_62.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_63.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_69.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_70.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_71.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_76.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_77.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_78.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_80.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_82.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_83.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_85.js,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
gemini,script_89.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_90.js,0.75,0.75,0.8,0.8,0.6667,0.6667,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_92.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_93.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_94.js,0.75,0.75,0.6667,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_95.js,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_96.js,0.5,0.5,0.5,0.5,0.3333,0.3333,1.0,1.0,0.0,0.0,0.0,0.0
gemini,script_97.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_98.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,script_99.js,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
